 ,source,target
Loc_2DGame/Loc_2DGame_Act3_DollHospital_Text16,"""My dollies are all broken!"" She cries. ""I cannot fix them. So I will fix you!""",“我的洋娃娃全坏了！”她哭喊道，“我修不好她们。所以我要修理你！”
Loc_2DGame/Loc_2DGame_Act2_InsideCabin_Text9,"""My name is Sun,"" the old woman says. ""Come with me."" She then motions you over to her workbench.",“我的名字叫太阳。”老妇人这样说道，“跟我来吧。”说罢，她招手示意你来到她的工作台旁。
Loc_2DGame/Loc_2DGame_Act3_Game_BigTopShowRoom_Text3,"""No ticket!"" Big Top says as he grabs you and pulls your head off.",“没票可不行！”蛛顶票王说着，一把揪住你，把你的脑袋扯了下来。
Loc_2DGame/Loc_2DGame_Act3_Game_Sun_Text5,"""Now you will get your reward. Use this to bring him back. It's all in your hands now.""",“现在轮到你领取报酬了。用这个把他带回来，一切就看你的了。”
Loc_2DGame/Loc_2DGame_Act2_DarkForest_Text49,"""Opening Day"" Snow Globe. A wonderful day with all of us at Fall Fest.",“开幕日”雪景球。那是咱们大家在秋祭的美好日子。
Loc_2DGame/Loc_2DGame_Act3_Game_EmptyBigTopShowroom_Text2,"""Thank you!"" they whisper. ""Big Top is gone! We're free!""",“谢谢你！”他们低声欢呼，“蛛顶票王消失了！我们重获自由！”
Loc_2DGame/Loc_2DGame_DarkForestWoOwl_Text5,"""The Cave awaits you.""",“洞穴在等你呢。”
Loc_2DGame/Loc_2DGame_Act2_MaskWorkbench_Text18,"""This is a very special, magical mask. The Moon will now think you are the Baby Owl.""",“这是件非常特别又充满魔力的面具。现在，月亮会把你当成小猫头鹰。”
Loc_2DGame/Loc_2DGame_Act_ForestPath_WOOwl_Text18,"""Where is my owl?"" You ask the Oak Tree. He says the owl is gone, which makes you sad.",“我的猫头鹰去哪儿了？”你向橡树发问。他只是说猫头鹰已经离开了，这让你满心失落。
Loc_2DGame/Loc_2DGame_Act3_DollHospital_Text3,"""You fixed my dollies!"" the Nurse says. ""My work is done!"" She then leaves the Doll Hospital, happy forever more.",“你修好了我的娃娃！”护士欢呼道，“我的任务完成了！”然后她永远幸福地离开了洋娃娃医院。
Loc_2DGame/Loc_2DGame_Act3_Game_Sun_Text4,"""You have found my presents. You have completed my tasks.""",“你找到了我的礼物，也完成了我的任务。”
Loc_2DGame/Loc_2DGame_Act2_MaskWorkbench_Text15,"""You have your reward and your sacrifice. The Cave awaits you now.""",“你已获得奖励，也献出了牺牲。现在，洞穴正等待着你。”
Loc_2DGame/Loc_2DGame_Act2_MaskWorkbench_Text19,"""You must fix these three masks. They will give you a great reward.""",“你必须修好这三张面具。只要完成，你就会收获厚礼。”
Loc_2DGame/Loc_2DGame_Act3_WelcomeShow_Text5,"""You rebuilt yourself, but now you are split in two. Moon and Sun, Destruction and Life.""",“你拼凑好了自己，但如今却一分为二—月亮和太阳，毁灭与新生。”
Loc_2DGame/Loc_2DGame_Act1_Text42,A Deadeye Roxy Rodeo Hat. You wore this until it fell apart. Everyone loves Roxy.,一顶死眼洛克西牛仔帽。你戴这顶帽子直到它完全破损。所有人都喜欢洛克西。
Loc_2DGame/Loc_2DGame_Act2_MaskWorkbench_Text13,A Golden Rabbit Mask. There’s a slash across its face that needs to be repaired.,一只金色兔子面具，脸上有道伤痕亟待修复。
Loc_2DGame/Loc_2DGame_Act1_Text23,A Grand Prize Trophy. Stolen in the night from the Moon's bedroom.,一座大奖奖杯，夜里从月亮的卧室被盗走。
Loc_2DGame/Loc_2DGame_Act1_Text16,A Halloween Mask. This can fool anybody!,一张万圣节面具，连最精明的人也能被骗倒！
Loc_2DGame/Loc_2DGame_Act1_Text45,A Hedgehog Halloween Mask! This can fool anybody!,一只刺猬万圣节面具，能瞒过任何人！
Loc_2DGame/Loc_2DGame_Act2_ForestPath_Text28,A Starbright Night Light. It takes the firelight and burns forever.,星光小夜灯。它承接篝火的光芒，点燃后永不熄灭。
Loc_2DGame/Loc_2DGame_Act_ForestPath_WOOwl_Text12,A Starbright Night Light. It takes the firelight and burns forever.,星光小夜灯。它承接篝火的光芒，点燃后永不熄灭。
Loc_2DGame/Loc_2DGame_Act3_CaveHub_Text21,A broken statue stands in the center of a huge central chamber. Passages lead in all four directions.,一尊破碎的雕像矗立在巨大的中央大厅。四个通道分别通往不同方向。
Loc_2DGame/Loc_2DGame_Act_ForestPath_WOOwl_Text21,A forest path leads deeper into the night next to an oak tree.,林间小径沿着一棵橡树，通向更深邃的黑夜。
Loc_2DGame/Loc_2DGame_Act2_ForestPath_Text40,"A forest path leads deeper into the night, but it's blocked by a Gator who is trying to eat a Baby Owl.",林间小径本可通往夜色深处，却被一只正准备吃小猫头鹰的鳄鱼挡住了。
Loc_2DGame/Loc_2DGame_Act2_ForestPath_Text39,A forest path leads deeper into the night. A very happy Baby Owl hoots and flies around your head.,林间小径通向更深夜色。一只极其开心的小猫头鹰在你头顶边叫边飞。
Loc_2DGame/Loc_2DGame_Act2_DarkForest_Text27,A giant loom. Surprisingly it has survived the fire.,一台庞大的织布机。不知怎的，它竟在大火中幸存下来。
Loc_2DGame/Loc_2DGame_Act3_CaveCrystal_Text14,A large blue crystal in the center of the room. It looks like there’s something inside...,房间中央矗立着一块巨大的蓝色水晶，里面好像有什么东西……
Loc_2DGame/Loc_2DGame_Act2_ForestPath_Text4,"A lizard, a squirrel, and a snake are having a tea party. Nothing unusual.",一只蜥蜴、一只松鼠和一条蛇正围坐品茶，一切都平平常常。
Loc_2DGame/Loc_2DGame_Act3_CaveWorkshop_Text14,A ruined workshop deep underground. Broken statues litter the ground. Another south passage leads deeper into the caves.,一间废弃已久的工坊，地上满是坏掉的雕像。向南还有一条通道通往更深的洞穴。
Loc_2DGame/Loc_2DGame_Act3_CaveEntrance_Text5,"A statue of the Baby Owl. You will bring him back, no matter the cost.",一尊小猫头鹰的雕像。无论付出多大代价，你都要把它带回来。
Loc_2DGame/Loc_2DGame_Act3_CavePirateShip_Text6,"A strange, tall waterfall coming out of a stone cistern. There's an area behind it.",一道奇高的奇异瀑布从石制蓄水池中奔涌而下。瀑布后面似乎藏着什么地方。
Loc_2DGame/Loc_2DGame_Act2_DarkForest_Text20,"A thick, muddy pond with a large boulder next to it.",一个厚重泥泞的池塘，旁边耸立着一块大巨石。
Loc_2DGame/Loc_2DGame_Act1_Text11,"A toy phone rings. 
A child cries softly on the other end. 
""He never sees me...""","玩具电话响了。
电话那头有个孩子在低声哭泣。
“他永远看不见我……”"
Loc_2DGame/Loc_2DGame_Act3_CavePirateShip_Text13,An ancient pirate ship lays stranded inside a giant cave. How did it get in here?,一艘古老的海盗船搁浅在巨大洞穴深处。它到底是怎么进来的？
Loc_2DGame/Loc_2DGame_Act3_CaveRuins_Text11,"Ancient ruins. The west passage heads towards the cave entrance, and the south passage leads deeper.",古老的遗迹。西侧通道通向洞口，南侧通往更深的洞穴。
Loc_2DGame/Loc_2DGame_Act2_InsideCabinWOOwl_Text1,Ask about Baby Owl,询问小猫头鹰
Loc_2DGame/Loc_2DGame_Act3_Game_JackieShowroom_Text1,Attack Jackie,攻击杰基
Loc_2DGame/Loc_2DGame_Act2_DarkForestCabin_Text9,Back to Bed,回到床上
Loc_2DGame/Loc_2DGame_Act2_ForestPath_Text19,Back to Bed,回到床上
Loc_2DGame/Loc_2DGame_Act2_ForestPath_Text25,Back to Bed,回到床上
Loc_2DGame/Loc_2DGame_Act3_CaveCrystal_Text12,Back to Cave Hub,返回洞穴中心
Loc_2DGame/Loc_2DGame_Act3_CavePirateShip_Text12,Back to Dark Passage,返回黑暗通道
Loc_2DGame/Loc_2DGame_Act1_Text1,Bed,床
Loc_2DGame/Loc_2DGame_Act1_Text24,Bedroom Door,卧室门
Loc_2DGame/Loc_2DGame_Act3_Game_BigTopShowRoom_Text1,Big Top Showroom,蛛顶票王展览厅
Loc_2DGame/Loc_2DGame_Act3_Game_EmptyBigTopShowroom_Text4,"Big Top is deactivated, but with a smile on his face. He has found peace.",蛛顶票王已经停机，但脸上带着微笑。他终于安息了。
Loc_2DGame/Loc_2DGame_Act3_Game_BigTopShowRoom_Text14,Big Top looms in front of the Prize Wheel. Mannequins stand in silence around him.,蛛顶票王伫立在奖品转盘前。假人们静静地围在他身边。
Loc_2DGame/Loc_2DGame_Act3_Game_BigTopShowRoom_Text4,Big Top puts your head back on. "YOU'RE NOT ALLOWED HERE!" he screams as he pushes you out of the world.,蛛顶票王把你的头安回去。“你不许来这里！”他尖叫着将你推出这个世界。
Loc_2DGame/Loc_2DGame_Act3_Game_BigTopShowRoom_Text12,"Big Top then shuts down, silent forever more.",随后，蛛顶票王也永远沉默下去。
Loc_2DGame/Loc_2DGame_Act3_Game_BigTopShowRoom_Text11,"Big top takes the ticket. ""This is the one. This is where the Sun left, leaving them behind.""",蛛顶票王收下票。“就是这张。这里是太阳离开的地方，留下了他们。”
Loc_2DGame/Loc_2DGame_Act2_DarkForest_Text32,Blackened and burned mannequins. You can hear them weeping.,乌黑焦灼的假人，你能听见他们在哭泣。
Loc_2DGame/Loc_2DGame_Act2_ForestPath_Text5,Break Tree Branch,折断树枝
Loc_2DGame/Loc_2DGame_Act2_DarkForestPond_Text3,Catch Fish,捉鱼
Loc_2DGame/Loc_2DGame_Act3_CaveEntrance_Text1,Cave Entrance,洞穴入口
Loc_2DGame/Loc_2DGame_Act3_CaveHub_Text1,Cave Hub,洞穴中心
Loc_2DGame/Loc_2DGame_Act3_CavePool_Text1,Cave Pool,洞穴水池
Loc_2DGame/Loc_2DGame_Act3_CaveRuins_Text1,Cave Ruins,洞穴遗迹
Loc_2DGame/Loc_2DGame_Act3_CaveWorkshop_Text1,Cave Workshop,洞穴工坊
Loc_2DGame/Loc_2DGame_Act3_Game_ChicaPartyRoom_Text1,Chica's Party Room,奇卡的派对房间
Loc_2DGame/Loc_2DGame_Act1_Text34,Climb Out Window,爬出窗户
Loc_2DGame/Loc_2DGame_Act3_Game_EmptyChicaPartyRoom_Text5,Climb up Stairs,爬上楼梯
Loc_2DGame/Loc_2DGame_Act3_Game_MoonBox_Text8,Close Toy Box,关闭玩具箱
Loc_2DGame/Loc_2DGame_Act1_Text12,Closet,壁橱
Loc_2DGame/Loc_2dGame_Act3_CaveCrystal_Text1,Crystal Cave,水晶洞穴
Loc_2DGame/Loc_2DGame_Act2_DarkForest_Text50,Dark Forest,黑暗森林
Loc_2DGame/Loc_2DGame_Act2_DarkForestCabin_Text1,Dark Forest Cabin,黑暗森林小屋
Loc_2DGame/Loc_2DGame_Act2_DarkForest_Text21,Dark Forest Fountain,黑暗森林喷泉
Loc_2DGame/Loc_2DGame_Act2_DarkForest_Text34,Dark Forest Path,黑暗森林小径
Loc_2DGame/Loc_2DGame_Act2_DarkForestPond_Text1,Dark Forest Pond,黑暗森林池塘
Loc_2DGame/Loc_2DGame_Act2_DarkForest_Text1,Dark Forest Ruins,黑暗森林遗迹
Loc_2DGame/Loc_2DGame_Act3_CaveDarkTunnel_Text1,Dark Tunnel,黑暗隧道
Loc_2DGame/Loc_2DGame_Act3_Game_DavidsCloset_Text1,David's Closet,大卫的壁橱
Loc_2DGame/Loc_2DGame_Act3_Game_DavidsRoom_Text1,David's Room,大卫的房间
Loc_2DGame/Loc_2DGame_Act2_DarkForest_Text12,"Deeper in the forest, there's a ruined statue of a wedding couple.",更深的森林里，有一尊破损的新婚夫妇雕像。
Loc_2DGame/Loc_2DGame_Act1_Text7,Desk,写字台
Loc_2DGame/Loc_2DGame_Act3_DollHospital_Text12,Doctor's Kit,医生用具箱
Loc_2DGame/Loc_2DGame_Act3_DollHospital_Text13,Doll Hospital,玩偶医院
Loc_2DGame/Loc_2DGame_Act3_CaveWorkshop_Text4,"Dozens of statues lay in pieces. You can make out pieces of an Elephant, a Dog, and a Clown.",数十座雕像摔得四分五裂。你能分辨出大象、狗和小丑的残片。
Loc_2DGame/Loc_2DGame_Act2_ForestPath_Text30,East Forest Path,东部森林小径
Loc_2DGame/Loc_2DGame_Act_ForestPath_WOOwl_Text14,East Forest Path,东部森林小径
Loc_2DGame/Loc_2DGame_Act2_ForestPath_Text17,Eat Strange Soup,喝陌生的汤
Loc_2DGame/Loc_2DGame_Act3_Game_ChicaPartyRoom_Text5,Empty Birthday Plates. Where is the cake?,空荡荡的生日餐盘。蛋糕去哪了？
Loc_2DGame/Loc_2DGame_Act3_EmptyCaveTreasure_Text1,Empty Chest,空箱子
Loc_2DGame/Loc_2DGame_Act2_ForestPath_Text23,Enter Cave,进入洞穴
Loc_2DGame/Loc_2DGame_Act_ForestPath_WOOwl_Text4,Enter Cave,进入洞穴
Loc_2DGame/Loc_2DGame_Act3_CaveHub_Text16,Enter East Arch,进入东拱门
Loc_2DGame/Loc_2DGame_Act3_CaveEntrance_Text6,Enter East Passage,进入东向通道
Loc_2DGame/Loc_2DGame_Act2_ForestPath_Text37,Enter Forest Ruins,进入森林遗迹
Loc_2DGame/Loc_2DGame_Act2_ForestPath_Text2,Enter House Again,再进屋
Loc_2DGame/Loc_2DGame_Act3_CaveHub_Text18,Enter North Arch,进入北拱门
Loc_2DGame/Loc_2DGame_Act3_Game_EmptyJackieShowroom_Text7,Enter Vent,进入通风口
Loc_2DGame/Loc_2DGame_Act3_CaveHub_Text17,Enter West Arch ,进入西拱门 
Loc_2DGame/Loc_2DGame_Act3_Game_EmptyBigTopShowroom_Text9,Enter the Rainbow Doors,进入彩虹之门
Loc_2DGame/Loc_2DGame_Act3_Game_EmptyBigTopShowroom_Text3,Examine Big Top,检查蛛顶票王
Loc_2DGame/Loc_2DGame_Act3_Game_ChicaPartyRoom_Text4,Examine Birthday Plates,检查生日餐盘
Loc_2DGame/Loc_2DGame_Act3_CaveHub_Text2,Examine Broken Statue,检查破碎雕像
Loc_2DGame/Loc_2DGame_Act2_ForestPath_Text3,Examine Bushes,检查灌木丛
Loc_2DGame/Loc_2DGame_Act3_Game_EmptyJackieShowroom_Text2,Examine Crate,检查板条箱
Loc_2DGame/Loc_2DGame_Act1_Text8,Examine Desk,检查写字台
Loc_2DGame/Loc_2DGame_Act2_DarkForest_Text13,Examine Large Boulder,检查大巨石
Loc_2DGame/Loc_2DGame_Act2_DarkForest_Text26,Examine Loom,检查织布机
Loc_2DGame/Loc_2DGame_Act2_DarkForest_Text31,Examine Mannequins,检查假人
Loc_2DGame/Loc_2DGame_Act2_InsideCabin_Text6,Examine Masks,检查面具
Loc_2DGame/Loc_2DGame_Act2_ForestPath_Text9,Examine Nest,检查鸟巢
Loc_2DGame/Loc_2DGame_Act2_ForestPath_Text41,Examine Oak Tree,检查橡树
Loc_2DGame/Loc_2DGame_Act_ForestPath_WOOwl_Text17,Examine Oak Tree,检查橡树
Loc_2DGame/Loc_2DGame_Act2_InsideCabin_Text10,Examine Oven,检查烤箱
Loc_2DGame/Loc_2DGame_Act3_CavePirateShip_Text7,Examine Pirate Ship,检查海盗船
Loc_2DGame/Loc_2DGame_Act2_DarkForest_Text4,Examine Ruins,检查遗迹
Loc_2DGame/Loc_2DGame_Act3_CaveRuins_Text4,Examine Ruins,检查遗迹
Loc_2DGame/Loc_2DGame_Act2_DarkForest_Text24,Examine Shop Ruins,检查商店废墟
Loc_2DGame/Loc_2DGame_Act_ForestPath_WOOwl_Text19,Examine Square Record,检查方形唱片
Loc_2DGame/Loc_2DGame_Act3_CaveWorkshop_Text3,Examine Statues,检查雕像
Loc_2DGame/Loc_2DGame_Act2_InsideCabinWOOwl_Text5,Examine Stove,检查炉子
Loc_2DGame/Loc_2DGame_Act2_DarkForestPond_Text2,Examine Toy Pirate Ship,检查玩具海盗船
Loc_2DGame/Loc_2DGame_Act3_Game_EmptyJackieShowroom_Text4,Examine Toy Soldiers,检查玩具士兵
Loc_2DGame/Loc_2DGame_Act1_Text27,Examine Toybox,检查玩具箱
Loc_2DGame/Loc_2DGame_Act3_CaveTreasureChest_Text2,Examine Treasure Chest,检查宝箱
Loc_2DGame/Loc_2DGame_Act3_CaveRuins_Text2,Examine Vacuum Pet,检查真空宠物
Loc_2DGame/Loc_2DGame_Act3_CaveCrystal_Text10,Examine Wall Carving,检查墙刻
Loc_2DGame/Loc_2DGame_Act3_CavePirateShip_Text5,Examine Waterfall,检查瀑布
Loc_2DGame/Loc_2DGame_Act3_CaveWorkshop_Text8,Examine Workbench,检查工作台
Loc_2DGame/Loc_2DGame_Act3_WelcomeShow_Text6,Examine the Animatronics,检查电子玩偶
Loc_2DGame/Loc_2DGame_Act3_CaveEntrance_Text2,Exit Cave,离开洞穴
Loc_2DGame/Loc_2DGame_Act3_Game_DavidsRoom_Text13,Exit Room,离开房间
Loc_2DGame/Loc_2DGame_Act2_MaskWorkbench_Text20,Exit Workbench,离开工作台
Loc_2DGame/Loc_2DGame_Act2_DarkForest_Text2,Feed Baby Owl,喂小猫头鹰
Loc_2DGame/Loc_2DGame_Act2_InsideCabin_Text4,Feed Baby Owl,喂小猫头鹰
Loc_2DGame/Loc_2DGame_Act3_Game_BigTopShowRoom_Text2,Fight Big Top,大战蛛顶票王
Loc_2DGame/Loc_2DGame_Act3_WelcomeShow_Text13,First Time Tag Collection,首次收集标签
Loc_2DGame/Loc_2DGame_Act3_WelcomeShow_Text9,First Time Visit,初次拜访
Loc_2DGame/Loc_2DGame_Act2_MaskWorkbench_Text3,Fix Bear Mask,修理熊面具
Loc_2DGame/Loc_2DGame_Act3_DollHospital_Text4,Fix Broken Duck,修理坏掉的鸭子
Loc_2DGame/Loc_2DGame_Act3_DollHospital_Text6,Fix Broken Elephant,修理坏掉的大象
Loc_2DGame/Loc_2DGame_Act2_MaskWorkbench_Text2,Fix Fox Mask,修理狐狸面具
Loc_2DGame/Loc_2DGame_Act2_MaskWorkbench_Text4,Fix Rabbit Mask,修理兔子面具
Loc_2DGame/Loc_2DGame_Act2_ForestPath_Text16,Forest Cave,森林洞穴
Loc_2DGame/Loc_2DGame_Act_ForestPath_WOOwl_Text1,Forest Cave,森林洞穴
Loc_2DGame/Loc_2DGame_Act3_CaveWorkshop_Text5,FoundMoonStatue?,找到月亮雕像了吗？
Loc_2DGame/Loc_2DGame_Act2_InsideCabin_Text3,Fredbear's Pizza Maker. The light bulb inside makes the best pizzas. Sausage was his favorite.,弗雷德熊披萨制造机。里面的灯泡能烤出最美味的披萨。香肠是他最喜欢的配料。
Loc_2DGame/Loc_2DGame_Act3_Game_ChicaPartyRoom_Text9,Give Birthday Cake to Chica,把生日蛋糕送给奇卡
Loc_2DGame/Loc_2DGame_Act2_DarkForestCabin_Text11,Give Honey Bottle to the Bear,把蜂蜜瓶送给小熊
Loc_2DGame/Loc_2DGame_Act3_Game_BigTopShowRoom_Text10,Give Ticket Book to Big Top,把票本交给蛛顶票王
Loc_2DGame/Loc_2DGame_Act3_CaveRuins_Text9,Go Back to Entrance,返回入口
Loc_2DGame/Loc_2DGame_Act3_CaveWorkshop_Text13,Go Back to Ruins,返回废墟
Loc_2DGame/Loc_2DGame_Act3_CaveHub_Text19,Go Back to Workshop,返回工坊
Loc_2DGame/Loc_2DGame_Act1_Text2,Go To Bed,去睡觉
Loc_2DGame/Loc_2DGame_Act2_DarkForestCabin_Text13,Go back to the Dark Forest,回到黑暗森林
Loc_2DGame/Loc_2DGame_Act3_CaveRuins_Text8,Head Deeper Into Cave,深入洞穴
Loc_2DGame/Loc_2DGame_Act3_CaveDarkTunnel_Text2,Head Deeper into the Cave,深入洞穴
Loc_2DGame/Loc_2DGame_DarkForestWoOwl_Text1,Head up the Mountain Pass,沿山道前行
Loc_2DGame/Loc_2DGame_Act2_DarkForest_Text38,Head up the Mountain Path,沿山路上山
Loc_2DGame/Loc_2DGame_Act3_Game_EmptyChicaPartyRoom_Text1,His first birthday present. The White Tiger doll. His favorite.,他的第一个生日礼物，白虎玩偶—他最喜欢的。
Loc_2DGame/Loc_2DGame_Act3_Game_EmptyBigTopShowroom_Text6,His second birthday present. A child's ball. He used to play with this all the time.,他的第二个生日礼物，是一个儿童球，他曾一直用它玩耍。
Loc_2DGame/Loc_2DGame_Act3_Game_EmptyJackieShowroom_Text6,His third birthday present. Inside are a set of children's blocks that spell DAVID.,他的第三个生日礼物，里面有一组能拼出DAVID名字的积木。
Loc_2DGame/Loc_2DGame_Act1_Text32,Image of Key,钥匙图像
Loc_2DGame/Loc_2DGame_Act2_InsideCabin_Text1,Inside Cabin,小屋内部
Loc_2DGame/Loc_2DGame_Act2_InsideCabin_Text13,Inside the cabin. You see an old woman standing next to an oven. Strange masks line the walls.,你在小屋中，看见一位老妇人站在烤炉旁。墙上挂满了诡异的面具。
Loc_2DGame/Loc_2DGame_Act3_Game_ChicaPartyRoom_Text7,It pops with a loud "bang!" Chica panics and runs you over.,它砰地一声爆炸！奇卡惊慌失措，把你撞翻在地。
Loc_2DGame/Loc_2DGame_Act3_Game_EmptyChicaPartyRoom_Text4,It pops with a loud "bang"!,它砰地一声爆炸！
Loc_2DGame/Loc_2DGame_Act3_CaveDarkTunnel_Text4,It's too dark. You're going to need some light to head further into the cave.,太黑了。你需要一些灯光才能继续往洞穴深处走。
Loc_2DGame/Loc_2DGame_Act3_Game_EmptyJackieShowroom_Text1,Jackie Showroom,杰基展厅
Loc_2DGame/Loc_2DGame_Act3_Game_JackieShowroom_Text6,Jackie giggles and grabs you with her long arms. And squeeeezes....,杰基咯咯笑着，用她的长臂抱住你。然后狠狠一挤……
Loc_2DGame/Loc_2DGame_Act3_Game_JackieShowroom_Text2,Jackie laughs and grabs you with her long arms. And she squeeeeezes....,杰基大笑着，用她的长臂抱住你。她狠狠地挤压着……
Loc_2DGame/Loc_2DGame_Act3_Game_JackieShowroom_Text9,"Jackie's Showroom. Jackie sits in her box, surrounded by toy soldiers and presents.",杰基的展厅。杰基坐在自己的盒子里，周围堆着玩具士兵和礼物。
Loc_2DGame/Loc_2DGame_Act3_Game_EmptyJackieShowroom_Text10,Jackie's Showroom. Toy soldiers stand silently next to a vent in the wall.,杰基的展厅。玩具士兵们静静地站在墙边的通风口旁。
